"Topic","Title","Title_kr","URL","Categories","Session_Description","Session_Description_kr","Learning_Objectives","Lab_Modules","Technologies_Used","Prerequisites"
"Create and manage sensitive information types and sensitivity labels using Microsoft Purview Information Protection and DLP to protect data from AI tools like Microsoft 365 Copilot","LAB545: Create and Manage sensitive information types and labels","LAB545: 중요한 정보 유형 및 레이블 생성 및 관리","https://github.com/microsoft/ignite25-LAB545-manage-sensitive-data-using-information-protection-in-the-age-of-ai","Security;AI;Microsoft 365;Governance;Compliance","As organizations adopt AI tools like Microsoft 365 Copilot, protecting sensitive data is essential. In this hands-on session, you'll use Microsoft Purview Information Protection and DLP to classify and secure project data. You'll create custom sensitive information types, publish sensitivity labels, and add a DLP policy that prevents Copilot from processing protected content.","조직이 Microsoft 365 Copilot과 같은 AI 도구를 도입함에 따라 중요한 데이터를 보호하는 것이 필수적입니다. 이 실습 세션에서는 Microsoft Purview Information Protection 및 DLP를 사용하여 프로젝트 데이터를 분류하고 보호합니다. 사용자 지정 중요한 정보 유형을 만들고, 민감도 레이블을 게시하며, Copilot이 보호된 콘텐츠를 처리하지 못하도록 하는 DLP 정책을 추가합니다.","Create and test custom sensitive information types in Microsoft Purview; Build and publish sensitivity labels to classify project data; Configure auto-apply labeling to protect sensitive content automatically; Create a DLP policy that prevents Copilot from processing protected content","Enable auditing in Microsoft Purview; Create and test a custom sensitive information type; Build a parent and sublabel structure for project data; Publish sensitivity labels for manual and auto-apply use; Configure an auto-apply policy to label project data automatically; (Optional) Create a DLP policy that prevents Copilot from processing protected content","Microsoft Purview Information Protection; Microsoft Purview Data Loss Prevention (DLP); Microsoft Purview Audit; Microsoft 365 Copilot",""
"Implementing insider risk management and adaptive protection for risky AI activity using Microsoft Purview","LAB547: Implement Insider Risk Management and Adaptive Protection","LAB547: Insider Risk Management 및 Adaptive Protection 구현","https://github.com/microsoft/ignite25-LAB547-implement-insider-risk-management-and-adaptive-protection-for-ai","Security;AI;Governance;Compliance","AI tools like Microsoft Copilot improve productivity but can also expose sensitive data. In this session, you'll use Microsoft Purview Insider Risk Management to detect and respond to risky AI activity. You'll enable analytics, create policies that use AI and DLP signals, and turn on Adaptive Protection to automatically adjust enforcement as risk levels change.","Microsoft Copilot과 같은 AI 도구는 생산성을 높이지만 민감한 데이터가 노출될 위험도 있습니다. 이 세션에서는 Microsoft Purview Insider Risk Management를 사용하여 위험한 AI 활동을 탐지하고 대응합니다. 분석을 활성화하고 AI 및 DLP 신호를 활용하는 정책을 생성하며, 위험 수준 변화에 따라 적용을 자동으로 조정하도록 Adaptive Protection을 설정합니다.","Enable and configure Insider Risk Management analytics and indicators for AI-related activity; Create and customize Risky AI usage policies and notice templates; Integrate Insider Risk Management with DLP and Adaptive Protection to automatically respond to risky AI prompts and responses","Enable analytics and configure insider risk indicators; Create a Risky AI usage policy; Add notice templates and assign insider risk levels; Connect Insider Risk Management with DLP and Adaptive Protection","Microsoft Purview Insider Risk Management; Microsoft Purview Data Loss Prevention (DLP); Microsoft Copilot",""
"Preventing sensitive data exposure in Microsoft 365 Copilot and AI apps using Microsoft Purview Data Loss Prevention and Adaptive Protection","LAB548: Prevent data exposure in Copilot and AI apps with data loss prevention","LAB548: 데이터 손실 방지를 통해 Copilot 및 AI 앱에서 데이터 노출을 방지하기","https://github.com/microsoft/ignite25-LAB548-prevent-data-exposure-in-copilot-and-ai-apps-with-data-loss-prevention","Security;AI;Compliance;Governance","AI tools like Microsoft 365 Copilot can boost productivity but may also expose sensitive information. In this lab, you use Microsoft Purview Data Loss Prevention (DLP) to protect data across Copilot and AI environments by creating and testing DLP policies. You also configure endpoint protections to block uploads and pastes to AI websites and enable Adaptive Protection to dynamically adjust safeguards when user risk increases.","Microsoft 365 Copilot과 같은 AI 도구는 생산성을 높이지만 민감한 정보가 노출될 위험도 있습니다. 이 랩에서는 Microsoft Purview Data Loss Prevention(DLP)을 사용하여 Copilot 및 AI 환경 전반에서 데이터를 보호하기 위해 DLP 정책을 생성하고 테스트합니다. 또한 AI 웹사이트로의 업로드 및 붙여넣기를 차단하도록 엔드포인트 보호를 구성하고, 사용자 위험이 증가할 때 보호 조치를 동적으로 조정하도록 Adaptive Protection을 활성화합니다.","Create and test DLP policies that prevent Copilot from processing sensitive data; configure endpoint DLP to block uploads and pastes to AI websites; enable Adaptive Protection to adjust enforcement based on user risk.","Create a DLP policy to keep sensitive data out of Microsoft 365 Copilot; Test the policy in simulation and activate it; Configure an endpoint DLP policy to block uploads or pastes to AI websites; (Optional) Use Adaptive Protection to apply safeguards based on user risk.","Microsoft Purview Data Loss Prevention (DLP); Microsoft Purview Adaptive Protection; Microsoft Purview Insider Risk Management; Microsoft 365 Copilot",""
"Hands-on security hardening for a Microsoft 365 tenant to become Copilot/AI-ready using baselines and data labeling","PREL18: Copilot Ready: Strategy, Data, and Security","PREL18: Copilot Ready: 전략, 데이터 및 보안","https://github.com/microsoft/ignite25-PREL18-secure-your-m365-tenant-from-defaults-to-ai-ready","Security;Microsoft 365;Copilot;AI;Governance","This session provides a hands-on approach to improving the security of a Microsoft 365 tenant. It walks participants through identifying insecure defaults, applying security baselines, and using data labeling strategies to support Copilot and AI adoption. By the end, attendees will be able to build a hardened, AI-ready tenant and feel confident maintaining it over time.","이 세션은 Microsoft 365 테넌트의 보안을 개선하기 위한 실습 중심의 접근 방식을 제공합니다. Copilot 및 AI 도입을 지원하기 위해 안전하지 않은 기본 설정을 식별하고, 보안 기준선을 적용하며, 데이터 레이블링 전략을 활용하는 과정을 안내합니다. 세션을 마치면 강화된 AI 준비 테넌트를 구축하고, 이를 지속적으로 유지·관리할 수 있는 자신감을 갖추게 됩니다.","Identify insecure default configurations in a Microsoft 365 tenant; apply security baselines to harden the environment; implement data labeling strategies to support secure Copilot/AI usage; understand how to maintain an AI-ready, hardened tenant over time.","Identifying insecure defaults; Applying security baselines; Data labeling strategies; Building and maintaining a hardened, AI-ready tenant","Microsoft Purview; Microsoft Copilot; SAM; DSPM for AI; Microsoft 365",""
"Building declarative Copilot agents using TypeSpec and Microsoft 365 Agents Toolkit","LAB560 - Building Declarative Agents with TypeSpec and M365 Agents Toolkit","LAB560 - TypeSpec 및 M365 Agents Toolkit을 사용하여 Declarative Agent 구축","https://github.com/microsoft/ignite25-LAB560-building-declarative-agents-with-typespec-and-m365-agents-toolkit","AI;Agent;Copilot;Microsoft 365;DevOps","Learn how to create intelligent, task-oriented Copilot agents using the native Microsoft 365 Copilot stack. In this hands-on lab, you'll use TypeSpec, a type safe language to write agent specification, and the Microsoft 365 Agents Toolkit to build Declarative agents that integrate seamlessly with third party as well as Microsoft 365 services.","Microsoft 365 Copilot의 네이티브 스택을 사용하여 지능적이고 작업 지향적인 Copilot agent를 만드는 방법을 학습합니다. 이 실습 랩에서는 agent 사양을 작성하기 위한 타입 안전 언어인 TypeSpec과 Microsoft 365 Agents Toolkit을 사용하여, Microsoft 365 서비스뿐 아니라 서드파티 서비스와도 원활하게 통합되는 Declarative agent를 구축합니다.","Design and build Declarative Copilot agents using TypeSpec and the Microsoft 365 Agents Toolkit; author type-safe agent definitions; deploy agents that execute tasks within the Microsoft 365 Copilot ecosystem without imperative orchestration logic; integrate an existing API service with an agent; explore additional capabilities to enhance an agent.","Session Description; Learning Outcomes; Technologies Used; Resources for this lab; Contributing; Trademarks","NodeJS; TypeSpec; Microsoft 365 Copilot; Microsoft 365 Agents Toolkit",""
"AI-powered employee self-service agent for HR and IT support","LAB562: Jumpstart AI-powered HR and IT support with Employee Self-Service Agent","LAB562: Employee Self-Service Agent로 AI 기반 HR 및 IT 지원을 빠르게 시작하기","https://github.com/microsoft/ignite25-LAB562-jumpstart-ai-powered-hr-and-it-support-with-employee-self-service-agent","AI;Azure;Agent;Copilot;DevOps","Jumpstart AI-powered HR and IT support with Microsoft’s Employee Self-Service Agent at Ignite 2025. Learn how to streamline workflows, boost productivity, and integrate Azure AI tools for smarter enterprise solutions.","Ignite 2025에서 Microsoft의 Employee Self-Service Agent를 활용하여 AI 기반 HR 및 IT 지원을 빠르게 시작합니다. 워크플로를 간소화하고 생산성을 향상시키며, 더 스마트한 엔터프라이즈 솔루션을 위해 Azure AI 도구를 통합하는 방법을 학습합니다.","Configure and customize Employee Self-Service (ESS) Copilot Agents for HR and IT workflows; integrate Microsoft AI tools with ServiceNow and SharePoint connectors for real-time support; deploy agents in Microsoft Cloud Services (MCS) developer environments; explore adaptive card actions, live agent handoff, and third-party agent integration.","Session Description; Learning Outcomes; Technologies Used; Microsoft Learn MCP Server; Resources and Next Steps","Microsoft Cloud Services (MCS); SharePoint; ServiceNow; Power Platform; Adaptive Cards; Microsoft Learn MCP Server; GitHub Copilot; VS Code",""
"Architecting a goal-driven, multi-layered AI agent using Microsoft Copilot Studio for Microsoft 365 Copilot scenarios","LAB564: Architect a Goal-Driven AI Agent with Copilot Studio","LAB564: Copilot Studio로 목표 지향형 AI 에이전트를 설계하기","https://github.com/microsoft/ignite25-LAB564-architect-a-goal-driven-ai-agent-with-copilot-studio","AI;Agent;Copilot;Microsoft 365","In this hands-on lab, you will build an advanced agent inspired by AgentWise, an internal learning assistant for helping developers understand approaches to building agents for Microsoft 365 Copilot. Using Copilot Studio, you will architect a multi-layered agent that adapts to user goals, personalizes guidance based on persona, and makes intelligent decisions using structured flows and real-time data. You will also learn how to combine retrieval and dynamic logic to go beyond simple Q&A.","이 실습형 랩에서는 Microsoft 365 Copilot용 에이전트 구축 방식 이해를 돕는 내부 학습 도우미인 AgentWise에서 영감을 받은 고급 에이전트를 구축합니다. Copilot Studio를 사용하여 사용자 목표에 적응하고, 페르소나에 따라 안내를 개인화하며, 구조화된 플로우와 실시간 데이터를 활용해 지능적으로 의사결정을 수행하는 다계층 에이전트를 설계합니다. 또한 검색(retrieval)과 동적 로직을 결합하여 단순 Q&A를 넘어서는 방법을 학습합니다.","Build production-ready, goal-driven agents in Copilot Studio; use decision flows, real-time data, and adaptive logic; design multi-layered agent architectures that personalize responses based on user goals and personas, leveraging tools such as Azure AI Search.","Session Description; Learning Outcomes; Technologies Used; Microsoft Learn MCP Server; Resources and Next Steps","Microsoft 365 Copilot; Microsoft Copilot Studio; Microsoft Learn MCP Server; Azure AI Search",""
"Creating intelligent agents for Microsoft 365 Copilot using Copilot Studio, MCP Tools, and autonomous behaviors","LAB565: Makers in action: crafting Microsoft 365 Copilot Agents for real-world","LAB565: Makers in action: 실제 업무를 위한 Microsoft 365 Copilot Agents 제작","https://github.com/microsoft/ignite25-LAB565-makers-in-action-crafting-microsoft-365-copilot-agents-for-real-world","AI;Copilot;Agent;Microsoft 365;Azure","In this hands-on lab, makers will learn how to create intelligent agents for Microsoft 365 Copilot using topics, MCP Tools, and autonomous behaviors. Attendees will explore agent fundamentals, build custom workflows, and gain practical experience with Copilot Studio’s capabilities to streamline real-world tasks, boosting efficiency across Microsoft 365.","이 실습형 랩에서는 makers가 topics, MCP Tools, 자율 동작(autonomous behaviors)을 활용하여 Microsoft 365 Copilot용 지능형 에이전트를 만드는 방법을 학습합니다. 참가자는 에이전트의 기본 개념을 살펴보고, 맞춤형 워크플로를 구축하며, Copilot Studio의 기능을 활용해 실제 업무 작업을 간소화하는 실전 경험을 쌓습니다. 이를 통해 Microsoft 365 전반에서 효율성을 향상시키는 방법을 익힙니다.","- design and build intelligent agents using Copilot Studio - apply MCP Tools and autonomous behaviors - create productivity-focused workflows for Microsoft 365 - gain practical skills, best practices, and understanding of how to define and deploy effective agents","- Agent fundamentals - Create intelligent agents using topics - Use MCP Tools - Implement autonomous behaviors - Build custom workflows in Copilot Studio - Define and deploy effective agents","Microsoft 365 Copilot;Microsoft Copilot Studio;MCP (Model Context Protocol);C#;MCP SDK for C#;Azure AI Search;Microsoft Learn MCP Server;VS Code",""
"Microsoft Teams administration and security innovations using the Teams Admin Center","LAB568: Deep Dive into Teams Admin Center & Security Innovations","LAB568: Teams Admin Center 및 보안 혁신 심층 분석","https://github.com/microsoft/ignite25-LAB568-deep-dive-into-teams-admin-center-and-security-innovations","Microsoft 365;Security;Governance;Compliance","This hands-on lab is designed to equip IT professionals and technical decision-makers with the latest tools and capabilities in Microsoft Teams administration and security. Participants will explore new diagnostic, monitoring, and protection features that enhance operational efficiency and safeguard collaboration.","이 실습형 랩은 IT 전문가와 기술 의사결정자를 대상으로 Microsoft Teams 관리 및 보안의 최신 도구와 기능을 익히도록 설계되었습니다. 참가자는 운영 효율성을 높이고 협업을 보호하는 새로운 진단, 모니터링 및 보호 기능을 살펴봅니다.","Explore new diagnostic, monitoring, and protection features in Microsoft Teams Admin Center to improve operational efficiency and strengthen collaboration security.","","Microsoft Teams;Teams Admin Center;Microsoft Learn MCP Server;GitHub Copilot;VS Code",""
"Building and migrating collaborative AI agents to Microsoft Teams using the Teams AI Library, including advanced orchestration with MCP and deployment tooling.","LAB590: Building collaborative agents in Microsoft Teams with Teams AI Library","LAB590: Teams AI Library로 Microsoft Teams에서 협업 에이전트 구축하기","https://github.com/microsoft/ignite25-LAB590-building-collaborative-agents-in-microsoft-teams-with-teams-ai-library","AI;Agent;Microsoft 365;Copilot;DevOps","This lab focuses on scaling an existing AI agent by bringing it to Microsoft Teams using the Teams SDK to enable collaborative experiences across chats, meetings, and channels. Participants will learn how to migrate an agent from other platforms to Teams and adopt new capabilities such as agent-to-agent communication (A2A) and the Model Context Protocol (MCP). The session also covers deploying the agent and setting up required AI resources.","이 랩은 Teams SDK를 사용하여 기존 AI 에이전트를 Microsoft Teams로 가져와 채팅, 회의, 채널 전반에서 협업 경험을 제공하며 확장하는 방법에 초점을 둡니다. 참가자는 다른 플랫폼에서 Teams로 에이전트를 마이그레이션하는 방법과 agent-to-agent communication(A2A), Model Context Protocol(MCP)과 같은 새로운 기능을 활용하는 방법을 학습합니다. 또한 에이전트 배포와 필요한 AI 리소스 설정도 다룹니다.","Create an agent for Teams using the Teams CLI included in the Teams SDK; use debugging and developer tools to test the agent; deploy a new agent to Teams using the M365 Agents Toolkit; set up and deploy AI resources with Microsoft Foundry; utilize advanced orchestration features like MCP.","['Create an agent for Teams using the Teams CLI (Teams SDK)', 'Debugging and developer tools to test the agent', 'Deploy an agent to Teams using the M365 Agents Toolkit', 'Set up and deploy AI resources with Microsoft Foundry', 'Use advanced orchestration features such as MCP']","['Teams SDK', 'Teams CLI', 'M365 Agents Toolkit', 'Microsoft Foundry', 'VS Code', 'Model Context Protocol (MCP)', 'Microsoft Learn MCP Server']",""
"Controlling costs and complexity by governing the lifecycle of Microsoft Copilot and custom agents","PREL17: Controlling Costs & Complexity: Managing Copilot and Agent Lifecycle","PREL17: 비용과 복잡성 제어: Copilot 및 Agent 라이프사이클 관리","https://github.com/microsoft/ignite25-PREL17-controlling-costs--complexity-managing-copilot-and-agent-lifecycle","AI;Agent;Microsoft 365;Governance;Compliance","This workshop is for IT administrators and platform owners managing Microsoft Copilot and custom agents built in Copilot Studio Lite and Copilot Studio. Participants learn how to govern lifecycle processes to control costs, reduce agent sprawl, enforce access policies, configure analytics, and align agent provisioning with business priorities. The session provides tools and strategies to scale responsibly across departments while maintaining clarity, compliance, and cost efficiency.","이 워크숍은 Copilot Studio Lite 및 Copilot Studio에서 구축한 Microsoft Copilot과 커스텀 agent를 관리하는 IT 관리자와 플랫폼 소유자를 대상으로 합니다. 참가자는 비용을 제어하고 agent 난립을 줄이며, 액세스 정책을 적용하고, 분석을 구성하고, agent 프로비저닝을 비즈니스 우선순위에 맞추기 위한 라이프사이클 프로세스 거버넌스를 학습합니다. 또한 부서 전반으로 책임 있게 확장하면서 명확성, 규정 준수, 비용 효율성을 유지하기 위한 도구와 전략을 제공합니다.","Understand data, tenant, and agent readiness for deploying Microsoft 365 Copilot; manage agents with analytics including lifecycle and cost management and security; plan for agent adoption and deployment.","","Microsoft Purview; SharePoint Advanced Management; Microsoft 365 admin center; PowerPlatform admin center; Microsoft Graph; Microsoft Graph Explorer; Viva Analytics; Microsoft Learn MCP Server",""
"Building agentic solutions with Microsoft Copilot Studio across the full agent lifecycle","LAB570: Building agentic solutions with Copilot Studio","LAB570: Copilot Studio로 에이전틱 솔루션 구축하기","https://github.com/microsoft/ignite25-LAB570-building-agentic-solutions-with-copilot-studio","AI;Agent;Copilot;Automation;DevOps","This hands-on lab with Microsoft Copilot Studio guides you through the full agent lifecycle—from purpose-driven design to advanced capabilities. You will learn how to build, integrate, automate, and deploy a fully functional agent using tools like Agent Flows and Model Context Protocol (MCP). The lab focuses on practical skills to customize agents for real-world business needs.","이 실습형 랩은 Microsoft Copilot Studio를 사용하여 목적 중심 설계부터 고급 기능까지 에이전트 라이프사이클 전 과정을 안내합니다. 참가자는 Agent Flows와 Model Context Protocol(MCP) 같은 도구를 활용해 완전한 기능을 갖춘 에이전트를 구축, 통합, 자동화 및 배포하는 방법을 학습합니다. 또한 실제 비즈니스 요구에 맞게 에이전트를 커스터마이즈하는 실무 역량을 강화하는 데 중점을 둡니다.","Build an agent from scratch; use knowledge together with agents; add an MCP Server to an agent; build agent flows that can be added to the agent.","Session Description; Learning Outcomes; Technologies Used; Resources and Next Steps; Contributing; Trademarks","Microsoft Copilot Studio; Model Context Protocol (MCP); Agent Flows",""
"Automating enterprise workflows using Agent 365 with Model Context Protocol (MCP) tools and servers","LAB572: Automate your enterprise workflows with MCP Tools","LAB572: MCP Tools로 엔터프라이즈 워크플로를 자동화하기","https://github.com/microsoft/ignite25-LAB572-automate-your-enterprise-workflows-with-agent-365","AI;Agent;Copilot;Microsoft 365;DevOps","This lab demonstrates newly released Model Context Protocol (MCP) servers used with agents in Agent 365. Participants will be introduced to Agent 365 and MCPs, then build and configure a Copilot Studio agent and add MCP servers for mail, calendar, and OneDrive/SharePoint. Learners will run increasingly complex queries spanning multiple servers and tools, and explore new observability functionality to understand agent performance.","이 랩에서는 Agent 365의 에이전트와 함께 사용할 수 있도록 새로 출시된 Model Context Protocol(MCP) 서버를 시연합니다. 참가자는 Agent 365와 MCP를 소개받은 뒤 Copilot Studio 에이전트를 빌드하고 구성하며, 메일/캘린더/OneDrive 및 SharePoint용 MCP 서버를 추가합니다. 여러 서버와 도구를 가로지르는 점점 더 복잡한 쿼리를 실행하고, 에이전트 성능을 확인할 수 있는 새로운 observability 기능도 살펴봅니다.","- Describe Agent 365 and MCP servers - Create a Copilot Studio agent configured to provide answers only from specific data sources - Add and test MCP servers to understand how they work together and pass contextual data - Understand observability for agents that are part of Agent 365","- Introduction to Agent 365 and MCPs - Build a Copilot Studio agent - Configure the agent to respond based on specific data sources - Add MCP servers (Outlook Mail, Outlook Calendar, OneDrive and SharePoint) - Run increasingly complex multi-server queries - Explore agent observability functionality","Microsoft Copilot Studio; Agent 365; Model Context Protocol (MCP) servers; Outlook Mail MCP server; Outlook Calendar MCP server; OneDrive MCP server; SharePoint MCP server; Microsoft Learn MCP Server; Visual Studio Code",""
"Extending Microsoft Dragon Copilot with partner-built AI solutions, including building, packaging, installing, and invoking Dragon Copilot AI apps using the extensibility framework","LAB595: Extending Dragon Copilot with Partner-Built AI Solutions","LAB595: 파트너가 구축한 AI 솔루션으로 Dragon Copilot 확장하기","https://github.com/microsoft/ignite25-LAB595-extending-dragon-copilot-with-partner-built-ai-solutions","AI;Agent;Healthcare;Copilot","This hands-on lab guides you through how developers and partners can build solutions, agents, and extensibility features that can be delivered through Dragon Copilot. You will learn how to leverage the Dragon Copilot extensibility framework to create a working AI app and prepare it for distribution. The lab also covers packaging, installation, and invocation of AI apps to expand reach and engagement using Microsoft’s scale.","이 실습형 랩에서는 개발자와 파트너가 Dragon Copilot을 통해 제공할 수 있는 솔루션, 에이전트 및 확장 기능을 구축하는 방법을 안내합니다. Dragon Copilot 확장성 프레임워크를 활용하여 동작하는 AI 앱을 만들고 배포를 위한 준비 과정을 학습합니다. 또한 AI 앱의 패키징, 설치 및 호출 방법을 다루어 Microsoft의 규모를 활용해 도달 범위와 참여도를 확장할 수 있도록 합니다.","Build a working Dragon Copilot AI app; understand the Dragon Copilot extensibility framework; package AI apps; install and invoke AI apps within Dragon Copilot.","Session Description; Learning Outcomes; Technologies Used; Microsoft Learn MCP Server; Resources and Next Steps","Microsoft Dragon Copilot; .NET; C#; Microsoft Foundry; Microsoft Learn MCP Server",""
"Deploying secure, on-demand Cloud PCs with Windows 365 Reserve","LAB580: Windows 365 Reserve: Fast, Flexible, and Ready for Anything","LAB580: Windows 365 Reserve: 빠르고 유연하며 어떤 상황에도 대비할 수 있습니다","https://github.com/microsoft/ignite25-LAB580-windows-365-reserve-fast-flexible-and-ready-for-anything","Azure;Security;Microsoft 365;Governance","In this hands-on lab, participants learn how to deploy secure, on-demand Cloud PCs using Windows 365 Reserve for scenarios such as travel, recovery, and temporary access. They create provisioning profiles, assign Cloud PCs, and configure Conditional Access, Entra ID, and networking. The lab walks through the end-to-end user experience from sign-in to productivity, focusing on streamlining endpoint readiness with minimal overhead.","이 실습형 랩에서는 여행, 복구, 임시 접근과 같은 시나리오에 적합한 Windows 365 Reserve를 사용하여 안전한 온디맨드 Cloud PC를 배포하는 방법을 학습합니다. 참가자는 프로비저닝 프로필을 생성하고 Cloud PC를 할당하며 Conditional Access, Entra ID 및 네트워킹을 구성합니다. 또한 로그인부터 생산성 확보까지의 엔드투엔드 사용자 여정을 경험하며, 최소한의 운영 부담으로 엔드포인트 준비 상태를 간소화하는 방법을 다룹니다.","Deploy secure on-demand Cloud PCs with Windows 365 Reserve; Create and manage provisioning profiles; Assign Cloud PCs to users; Configure Conditional Access, Entra ID integration, and networking; Understand the end-to-end user sign-in and productivity experience for Windows 365 Reserve.","Deploy Windows 365 Reserve Cloud PCs; Create provisioning profiles; Assign Cloud PCs; Configure Conditional Access; Configure Entra ID; Configure networking; Validate end-to-end user journey (sign-in to productivity).","Windows 365 Reserve; Microsoft Intune; Windows App; Conditional Access; Microsoft Entra ID; Networking",""
"Hands-on lab for configuring and managing Windows 365 Frontline deployment models (Dedicated, Shared, and Cloud Apps) with identity, device management, and access controls.","LAB581: Windows 365 Frontline: Explore Dedicated, Shared, Cloud Apps","LAB581: Windows 365 Frontline: Dedicated, Shared, Cloud Apps 살펴보기","https://github.com/microsoft/ignite25-LAB581-windows-365-frontline-explore-dedicated-shared-cloud-apps","Azure;Security;Compliance;Microsoft 365","This hands-on lab explores Windows 365 Frontline and how to create and configure Dedicated, Shared, and Cloud Apps environments. Participants learn when to use each model for shift workers, task-based roles, or app-only access. The lab walks through provisioning, Entra ID, Intune, and Conditional Access, and includes the end-user experience to help optimize for performance, cost, and compliance.","이 실습형 랩에서는 Windows 365 Frontline을 살펴보고 Dedicated, Shared, Cloud Apps 환경을 생성 및 구성하는 방법을 학습합니다. 참가자는 교대 근무자, 작업 기반 역할, 앱 전용 액세스 시나리오에 따라 각 모델을 언제 사용해야 하는지 이해합니다. 또한 프로비저닝, Entra ID, Intune, Conditional Access를 단계별로 진행하고, 최종 사용자 경험을 통해 성능, 비용, 규정 준수를 최적화할 수 있도록 준비합니다.","Create and configure Windows 365 Frontline Dedicated, Shared, and Cloud Apps environments; choose the appropriate model for different workforce scenarios; perform provisioning and integrate identity and device management using Entra ID and Intune; apply Conditional Access and evaluate the user journey to optimize performance, cost, and compliance.","Create and configure Dedicated environment; Create and configure Shared environment; Create and configure Cloud Apps environment; Provisioning walkthrough; Entra ID integration; Intune management; Conditional Access configuration; End-user experience/user journey evaluation; Optimization considerations for performance, cost, and compliance","Windows 365 Frontline; Microsoft Intune; Windows App; Microsoft Entra ID; Conditional Access",""
"Deploying and securing Windows 365 Cloud PCs using a cloud-native Zero Trust model","Windows 365 Deployment Lab: Cloud Native, Zero Trust, Fully Ready","Windows 365 배포 랩: 클라우드 네이티브, Zero Trust, 완전한 준비 상태","https://github.com/microsoft/ignite25-LAB582-windows-365-deployment-lab-cloud-native-zero-trust-fully-ready","Azure;Security;Zero Trust;Microsoft 365;Device Management","Learn to deploy Windows 365 Cloud PCs using a secure, scalable model. In this hands-on lab, you set up provisioning policies, integrate with Microsoft Entra, apply Zero Trust networking, and configure Conditional Access. You will experience the full user journey and admin setup, and learn how to monitor and manage Cloud PCs efficiently.","안전하고 확장 가능한 모델을 사용하여 Windows 365 Cloud PC를 배포하는 방법을 학습합니다. 이 실습 랩에서는 프로비저닝 정책을 설정하고 Microsoft Entra와 통합하며 Zero Trust 네트워킹을 적용하고 Conditional Access를 구성합니다. 전체 사용자 여정과 관리자 설정을 직접 경험하고, Cloud PC를 효율적으로 모니터링 및 관리하는 방법을 익힙니다.","Deploy Windows 365 Cloud PCs using a secure and scalable approach; create and configure provisioning policies; integrate Windows 365 with Microsoft Entra; implement Zero Trust networking for Windows 365; configure Conditional Access for access control; validate the end-to-end user and admin experience; monitor and manage Cloud PCs effectively","Set up provisioning policies; Integrate with Microsoft Entra; Apply Zero Trust networking; Configure Conditional Access; Experience full user journey and admin setup; Monitor and manage Windows 365 Cloud PCs","Windows 365 Enterprise; Intune; Windows App; Microsoft Entra; Conditional Access; Zero Trust networking",""
"Managing AI features and experiences on Copilot+ PCs running Windows 11 using Microsoft Intune","LAB583: Manage AI capabilities for Copilot+ PCs and Windows 11","LAB583: Copilot+ PC 및 Windows 11을 위한 AI 기능 관리","https://github.com/microsoft/ignite25-LAB583-manage-ai-capabilities-for-copilot-plus-pcs-and-windows-11","AI;Security;Microsoft 365;Governance","This lab session provides hands-on experience using and managing AI features and experiences on Copilot+ PCs. Attendees learn how to enable and control these experiences, understand user customization versus IT admin controls, and use Microsoft Intune to fine-tune features such as Recall and Click to Do. The session also covers privacy, security, and end-user readiness considerations.","이 랩 세션은 Copilot+ PC에서 AI 기능과 사용자 경험을 사용하고 관리하는 실습 경험을 제공합니다. 참가자는 이러한 경험을 활성화하고 제어하는 방법, 사용자 맞춤 설정과 IT 관리자가 사용할 수 있는 제어 항목의 차이를 이해하며, Microsoft Intune을 사용해 Recall, Click to Do 등의 기능을 세부 조정하는 방법을 학습합니다. 또한 개인정보 보호, 보안, 최종 사용자 준비 상태에 대한 고려 사항을 다룹니다.","Enable and manage AI experiences for Windows Copilot+ PCs; describe user customizations and IT admin controls; use Microsoft Intune to fine-tune features like Recall and Click to Do; understand privacy, security, and end-user readiness.","","Copilot+ PC; Windows 11 25H2; Microsoft Intune; M365 Copilot; Microsoft Learn MCP Server; Visual Studio Code",""
"Integrating local AI inference with Windows ML using ONNX Runtime execution providers and hardware acceleration","LAB584: Integrating Local AI with Windows ML","LAB584: Windows ML로 로컬 AI 통합하기","https://github.com/microsoft/ignite25-LAB584-integrating-local-ai-with-windows-ml","AI;Windows;Machine Learning;DevOps","Build a smarter image classification app with Windows ML, now generally available. This hands-on lab walks through dynamically downloading execution providers (EPs) for NPUs, compiling models for hardware-specific EPs, and running inference locally. Learn to deploy, debug, and optimize your app using WinML APIs. Ideal for developers exploring AI acceleration on Windows devices—no pre-distributed EPs required.","이 실습에서는 이제 정식 출시된 Windows ML을 사용하여 더 똑똑한 이미지 분류 앱을 구축합니다. NPU용 Execution Provider(EP)를 동적으로 다운로드하고, 하드웨어별 EP에 맞게 모델을 컴파일한 뒤, 로컬에서 추론을 실행하는 과정을 단계별로 다룹니다. 또한 WinML API를 사용해 앱을 배포, 디버그, 최적화하는 방법을 학습합니다. 사전 배포된 EP 없이 Windows 디바이스에서 AI 가속을 탐색하는 개발자에게 적합합니다.","- Build an app which dynamically registers Execution Providers and uses shared ONNX Runtime - Acquire and register execution providers using the Windows ML APIs - Compile, load, and run an ONNX model (SqueezeNet) with hardware acceleration","","Windows ML;ONNX Runtime;Windows App SDK;ONNX;NPU;WinML APIs;SqueezeNet",""
